Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sialidosis disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m215	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m216	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m217	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m218	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m219	0.166666666666667	0.142857142857143	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m221	0.111111111111111	0.1	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m220	0.111111111111111	0.1	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m222	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m223	0.125	0.111111111111111	0.142857142857143	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m224	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m225	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m226	0.166666666666667	0.142857142857143	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m6	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m227	0.142857142857143	0.125	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m228	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m230	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m231	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m232	0.125	0.111111111111111	0.142857142857143	0	0.142857142857143	0.166666666666667	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m235	0.166666666666667	0.142857142857143	0.25	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m236	0.142857142857143	0.125	0.2	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m237	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m239	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m240	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m241	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m242	0.166666666666667	0.142857142857143	0.25	0	0.25	0.2	0	0.2	0.142857142857143	0.2	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m243	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m244	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m245	0.166666666666667	0.142857142857143	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.2	0.25	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m246	0.166666666666667	0.142857142857143	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.2	0.25	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m247	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m248	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m249	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m197	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m250	0.166666666666667	0.142857142857143	0.25	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m251	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m252	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m253	0.142857142857143	0.125	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m254	0.142857142857143	0.125	0.25	0	0.25	0.2	0	0.2	0.166666666666667	0.2	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.333333333333333	0.333333333333333	0.333333333333333
m255	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m256	0.166666666666667	0.142857142857143	0.2	0	0.25	0.2	0	0.2	0.142857142857143	0.2	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m257	0.166666666666667	0.142857142857143	0.25	0	0.25	0.25	0	0.2	0.166666666666667	0.2	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m258	0.166666666666667	0.142857142857143	0.25	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m259	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m260	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m261	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m263	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m264	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m265	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m266	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m267	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m268	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m269	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m270	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m271	0.142857142857143	0.125	0.25	0	0.25	0.25	0	0.2	0.166666666666667	0.2	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m272	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m273	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m274	0.166666666666667	0.142857142857143	0.25	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m275	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m276	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m277	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m278	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m279	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m280	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m281	0.142857142857143	0.125	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m282	0.166666666666667	0.142857142857143	0.25	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m283	0.166666666666667	0.142857142857143	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m284	0.166666666666667	0.142857142857143	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m285	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m286	0.166666666666667	0.142857142857143	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m287	0.142857142857143	0.125	0.25	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m288	0.125	0.111111111111111	0.333333333333333	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.2	0.2	0.2
m289	0.142857142857143	0.125	0.2	0	0.25	0.2	0	0.2	0.125	0.2	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m290	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m291	0.142857142857143	0.125	0.25	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m292	0.142857142857143	0.125	0.333333333333333	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m293	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m294	0.125	0.111111111111111	0.2	0	0.2	0.333333333333333	0	0.166666666666667	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m295	0.142857142857143	0.125	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m39	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m297	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m40	0.125	0.111111111111111	0.2	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m298	0.142857142857143	0.125	0.2	0	0.25	0.25	0	0.2	0.142857142857143	0.2	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m299	0.142857142857143	0.125	0.166666666666667	0	0.2	0.2	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m300	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m301	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m302	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m303	0.142857142857143	0.125	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m304	0.125	0.111111111111111	0.25	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m305	0.125	0.111111111111111	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m306	0.142857142857143	0.125	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m307	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m308	0.125	0.111111111111111	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m309	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m310	0.142857142857143	0.125	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m311	0.111111111111111	0.1	0.125	0	0.142857142857143	0.125	0	0.125	0.1	0.125	0.125	0.142857142857143	0.1	0.1	0	0	0.125	0.125	0.125
m312	0.1	0.0909090909090909	0.111111111111111	0	0.125	0.111111111111111	0	0.111111111111111	0.0909090909090909	0.111111111111111	0.111111111111111	0.125	0.0909090909090909	0.0909090909090909	0	0	0.111111111111111	0.111111111111111	0.111111111111111
m313	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m314	0.125	0.111111111111111	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m315	0.142857142857143	0.125	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m316	0.2	0.166666666666667	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.25	0.333333333333333	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m317	0.125	0.111111111111111	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m318	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m319	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m320	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m321	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m322	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m323	0.125	0.111111111111111	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.111111111111111	0.166666666666667	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m324	0.125	0.111111111111111	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.111111111111111	0.166666666666667	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m325	0.142857142857143	0.125	0.166666666666667	0	0.2	0.2	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m326	0.125	0.111111111111111	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m327	0.111111111111111	0.1	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.125	0.125	0.125
m328	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m329	0.142857142857143	0.125	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m330	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m331	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m332	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m333	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m334	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m335	0.166666666666667	0.142857142857143	0.25	0	0.25	0.2	0	0.2	0.142857142857143	0.2	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m336	0.166666666666667	0.142857142857143	0.25	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m337	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m338	0.166666666666667	0.142857142857143	0.166666666666667	0	0.2	0.25	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m339	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m340	0.166666666666667	0.142857142857143	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.2	0.25	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m341	0.166666666666667	0.142857142857143	0.2	0	0.25	0.25	0	0.2	0.142857142857143	0.2	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m342	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m343	0.166666666666667	0.142857142857143	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m238	0.166666666666667	0.142857142857143	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m344	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m345	0.142857142857143	0.125	0.2	0	0.25	0.2	0	0.2	0.142857142857143	0.2	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.333333333333333	0.333333333333333	0.333333333333333
m23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m346	0.2	0.166666666666667	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.25	0.333333333333333	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m347	0.2	0.166666666666667	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.25	0.333333333333333	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
